
02.10.2021 23:08:05.506 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.056 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.063 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.069 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.074 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.086 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.091 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.099 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.106 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.113 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.123 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.129 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.137 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.144 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.149 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.155 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.163 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.173 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.179 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.188 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.196 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.202 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.209 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.221 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.230 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.238 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.246 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.255 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.263 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.271 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.279 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.288 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.296 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.313 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.323 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.331 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.338 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.346 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.356 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.364 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.371 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.379 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.387 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.396 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.406 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.413 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.421 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.429 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.437 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.452 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.464 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.472 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.479 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.488 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.500 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.508 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.515 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.524 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.532 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.541 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.551 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.559 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.568 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.575 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.582 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.590 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.597 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.604 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.610 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.618 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.624 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.632 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.640 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.647 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.654 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.662 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.668 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.675 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.684 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.691 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.705 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.713 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.720 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.730 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.739 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.746 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.751 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.756 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.762 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.767 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.772 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.778 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.784 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.789 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.795 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.800 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.806 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.812 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.819 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.824 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.831 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.838 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.844 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.851 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.860 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.865 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.871 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.880 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.887 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.924 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.931 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.948 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.955 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.961 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.968 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.973 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.987 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.999 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.006 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.013 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.020 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.028 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.035 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.044 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.051 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.056 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.063 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.069 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.074 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.080 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.086 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.091 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.096 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.102 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.107 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.114 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.120 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.125 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.131 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.138 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.144 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.149 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.155 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.161 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.166 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.172 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.178 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.182 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.189 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.195 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.201 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.206 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.212 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.218 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.223 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.229 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.234 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.240 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.246 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.251 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.256 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.263 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.268 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.274 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.280 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.286 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.291 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.299 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.308 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.318 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.324 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.331 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.340 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.346 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.353 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.362 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.368 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.374 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.381 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.391 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.399 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.406 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.414 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.422 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.429 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.437 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.445 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.452 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.458 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.464 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.471 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
